item.id;sentence;word.serial.no;word.id;morph.structure;number.morphemes;morphemes;stress.pos;stress.pos.syl;has.stress.variant;form.suff
;;1038;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;1039;приступили;(при- (приставка), -л (суффикс), -и (суффикс), -ступ- (корень), -и (окончание));5;(при- (приставка), -л (суффикс), -и (суффикс), -ступ- (корень), -и (окончание));8;3;;(-л (суффикс), -и (суффикс))
;;1040;к;(-к- (корень));1;(-к- (корень));;;;()
;;1041;съемкам;(-к (суффикс), -съем- (корень), -ам (окончание));3;(-к (суффикс), -съем- (корень), -ам (окончание));3;1;;()
111;Елена сидела в кресле, молодая Мурка урчала у неё на коленях.;1042;елена;(-елен- (корень), -а (окончание));2;(-елен- (корень), -а (окончание));3;2;;()
;;1043;сидела;(-е (суффикс), -л (суффикс), -сид- (корень), -а (окончание));4;(-е (суффикс), -л (суффикс), -сид- (корень), -а (окончание));4;2;;(-е (суффикс), -л (суффикс))
;;1044;в;(-в- (корень));1;(-в- (корень));;;;()
;;1045;кресле;(-кресл- (корень), -е (окончание));2;(-кресл- (корень), -е (окончание));3;1;;()
;;1046;молодая;(-молод- (корень), -ая (окончание));2;(-молод- (корень), -ая (окончание));6;3;;()
;;1047;мурка;(-к (суффикс), -мур- (корень), -а (окончание));3;(-к (суффикс), -мур- (корень), -а (окончание));2;1;;()
;;1048;урчала;(-а (суффикс), -л (суффикс), -урч- (корень), -а (окончание));4;(-а (суффикс), -л (суффикс), -урч- (корень), -а (окончание));4;2;;(-а (суффикс), -л (суффикс))
;;1049;у;(-у- (корень));1;(-у- (корень));1;1;;()
;;1050;неё;(-н- (корень), -её (окончание));2;(-не- (корень), -ё (окончание));3;2;;()
;;1051;на;(-на- (корень));1;(-на- (корень));2;1;;()
;;1052;коленях;(-колен- (корень), -ях (окончание));2;(-колен- (корень), -ях (окончание));4;2;;()
112;Ей никак не суметь испечь такой торт самой.;1053;ей;(-ей (окончание));1;(-ей (окончание), -j- (корень));1;1;;()
;;1054;никак;(ни- (приставка), -как- (корень));2;(ни- (приставка), -как- (корень));4;2;;()
;;1055;не;(-не- (корень));1;(-не- (корень));2;1;;()
;;1056;суметь;(с- (приставка),  -уме- (корень), -ть (суффикс));3;(с- (приставка),  -уме- (корень), -ть (суффикс));4;2;;(-ть (суффикс))
;;1057;испечь;(ис- (приставка), -печь- (корень));2;(ис- (приставка), -печь- (корень));4;2;;()
;;1058;такой;(-так- (корень), -ой (окончание));2;(-так- (корень), -ой (окончание));4;2;;()
;;1059;торт;(-торт- (корень));1;(-торт- (корень));2;1;;()
;;1060;самой;(-сам- (корень), -ой (окончание));2;(-сам- (корень), -ой (окончание));4;2;1;()
113;В речи учёного прозвучало неявное сопоставление с другим, знаменитым, физиком.;1061;в;(-в- (корень));1;(-в- (корень));;;;()
;;1062;речи;(-реч- (корень), -и (окончание));2;(-реч- (корень), -и (окончание));2;1;;()
;;1063;ученого;(-ен (суффикс), -уч- (корень), -ого (окончание));3;(-ен (суффикс), -уч- (корень), -ого (окончание));3;2;;()
;;1064;прозвучало;(про- (приставка), -л (суффикс), -а (суффикс), -звуч- (корень), -о (окончание));5;(про- (приставка), -л (суффикс), -а (суффикс), -звуч- (корень), -о (окончание));8;3;;(-л (суффикс), -а (суффикс))
;;1065;неявное;(не- (приставка), -н (суффикс), -яв- (корень), -ое (окончание));4;(не- (приставка), -н (суффикс), -яв- (корень), -ое (окончание));3;2;;()
;;1066;сопоставление;(со- (приставка), по- (приставка), -ени (суффикс), -ставл- (корень), -е (окончание));5;(со- (приставка), по- (приставка), -ениj (суффикс), -ставл- (корень), -е (окончание));10;4;;()
;;1067;с;(-с- (корень));1;(-с- (корень));;;;()
;;1068;другим;(-друг- (корень), -им (окончание));2;(-друг- (корень), -им (окончание));5;2;;()
;;1069;знаменитым;(-знаменит- (корень), -ым (окончание));2;(-знаменит- (корень), -ым (окончание));7;3;;()
;;1070;физиком;(-физик- (корень), -ом (окончание));2;(-физик- (корень), -ом (окончание));2;1;;()
114;Я люблю салат из картошки с зеленью, заправленный пахучим подсолнечным маслом.;1071;я;(-я- (корень));1;(-я- (корень));1;1;;()
;;1072;люблю;(-любл- (корень), -ю (окончание));2;(-любл- (корень), -ю (окончание));5;2;;()
;;1073;салат;(-салат- (корень));1;(-салат- (корень));4;2;;()
;;1074;из;(-из- (корень));1;(-из- (корень));1;1;;()
;;1075;картошки;(-к (суффикс), -картош- (корень), -и (окончание));3;(-к (суффикс), -картош- (корень), -и (окончание));5;2;;()
;;1076;с;(-с- (корень));1;(-с- (корень));;;;()
;;1077;зеленью;(-зелень- (корень), -ю (окончание));2;(-зеленьj- (корень), -ю (окончание));2;1;;()
;;1078;заправленный;(за- (приставка), -енн (суффикс), -правл- (корень), -ый (окончание));4;(за- (приставка), -енн (суффикс), -правл- (корень), -ый (окончание));5;2;;()
;;1079;пахучим;(-уч (суффикс), -пах- (корень), -им (окончание));3;(-уч (суффикс), -пах- (корень), -им (окончание));4;2;;()
;;1080;подсолнечным;(-еч (суффикс), -н (суффикс), -подсолн- (корень), -ым (окончание));4;(-еч (суффикс), -н (суффикс), -подсолн- (корень), -ым (окончание));5;2;;()
;;1081;маслом;(-масл- (корень), -ом (окончание));2;(-масл- (корень), -ом (окончание));2;1;;()
115;Если я еще увижу здесь хоть соринку, я тебе уши оторву.;1082;если;(-если- (корень));1;(-если- (корень));1;1;;()
;;1083;я;(-я- (корень));1;(-я- (корень));1;1;;()
;;1084;ещё;(-ещё- (корень));1;(-ещё- (корень));3;2;;()
;;1085;увижу;(у- (приставка), -виж- (корень), -у (окончание));3;(у- (приставка), -виж- (корень), -у (окончание));3;2;;()
;;1086;здесь;(-здесь- (корень));1;(-здесь- (корень));3;1;;()
;;1087;хоть;(-хоть- (корень));1;(-хоть- (корень));2;1;;()
;;1088;соринку;(-инк (суффикс), -сор- (корень), -у (окончание));3;(-инк (суффикс), -сор- (корень), -у (окончание));4;2;;()
;;1089;я;(-я- (корень));1;(-я- (корень));1;1;;()
;;1090;тебе;(-теб- (корень), -е (окончание));2;(-теб- (корень), -е (окончание));4;2;;()
;;1091;уши;(-уш- (корень), -и (окончание));2;(-уш- (корень), -и (окончание));1;1;;()
;;1092;оторву;(ото- (приставка), -рв- (корень), -у (окончание));3;(ото- (приставка), -рв- (корень), -у (окончание));6;3;;()
116;И на берегу озера тогда появляются русалки и ведьмы.;1093;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;1094;на;(-на- (корень));1;(-на- (корень));2;1;;()
;;1095;берегу;(-берег- (корень), -у (окончание));2;(-берег- (корень), -у (окончание));6;3;1;()
;;1096;озера;(-озер- (корень), -а (окончание));2;(-озер- (корень), -а (окончание));1;1;;()
;;1097;тогда;(-тогда- (корень));1;(-тогда- (корень));5;2;;()
;;1098;появляются;(-ся (постфикс), по- (приставка), -я (суффикс), -явл- (корень), -ют (окончание));5;(-ся (постфикс), по- (приставка), -я (суффикс), -j (суффикс), -явл- (корень), -ют (окончание));6;3;;(-я (суффикс))
;;1099;русалки;(-русалк- (корень), -и (окончание));2;(-русалк- (корень), -и (окончание));4;2;;()
;;1100;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;1101;ведьмы;(-ведьм- (корень), -ы (окончание));2;(-ведьм- (корень), -ы (окончание));2;1;;()
117;Под рукавом рубашки виднелся тонкий ремешок мужских часов.;1102;под;(-под- (корень));1;(-под- (корень));2;1;;()
;;1103;рукавом;(-ав (суффикс), -рук- (корень), -ом (окончание));3;(-ав (суффикс), -рук- (корень), -ом (окончание));6;3;;()
;;1104;рубашки;(-к (суффикс), -рубаш- (корень), -и (окончание));3;(-к (суффикс), -рубаш- (корень), -и (окончание));4;2;;()
;;1105;виднелся;(-ся (постфикс), -н (суффикс), -е (суффикс), -л (суффикс), -вид- (корень));5;(-ся (постфикс), -н (суффикс), -е (суффикс), -л (суффикс), -вид- (корень));5;2;;(-е (суффикс), -л (суффикс))
;;1106;тонкий;(-тонк- (корень), -ий (окончание));2;(-тонк- (корень), -ий (окончание));2;1;;()
;;1107;ремешок;(-ок (суффикс), -ремеш- (корень));2;(-ок (суффикс), -ремеш- (корень));6;3;;()
;;1108;мужских;(-ск (суффикс), -муж- (корень), -их (окончание));3;(-ск (суффикс), -муж- (корень), -их (окончание));6;2;;()
;;1109;часов;(-час- (корень), -ов (окончание));2;(-час- (корень), -ов (окончание));4;2;;()
118;На вторичном рынке жилья розетки заклеивают обоями во время ремонта.;1110;на;(-на- (корень));1;(-на- (корень));2;1;;()
;;1111;вторичном;(-ичн (суффикс), -втор- (корень), -ом (окончание));3;(-ичн (суффикс), -втор- (корень), -ом (окончание));5;2;;()
;;1112;рынке;(-рынк- (корень), -е (окончание));2;(-рынк- (корень), -е (окончание));2;1;;()
;;1113;жилья;(-ль (суффикс), -жи- (корень), -я (окончание));3;(-ль (суффикс), -жи- (корень), -j (суффикс), -я (окончание));5;2;;()
;;1114;розетки;(-розетк- (корень), -и (окончание));2;(-розетк- (корень), -и (окончание));4;2;;()
;;1115;заклеивают;(за- (приставка), -ива (суффикс), -кле- (корень), -ют (окончание));4;(за- (приставка), -ива (суффикс), -j (суффикс), -кле- (корень), -ют (окончание));5;2;;(-ива (суффикс))
;;1116;обоями;(о- (приставка), -бо- (корень), -ями (окончание));3;(о- (приставка), -боj- (корень), -ями (окончание));3;2;;()
;;1117;во;(-во- (корень));1;(-во- (корень));2;1;;()
;;1118;время;(-врем- (корень), -я (окончание));2;(-врем- (корень), -я (окончание));3;1;;()
;;1119;ремонта;(-ремонт- (корень), -а (окончание));2;(-ремонт- (корень), -а (окончание));4;2;;()
119;Она с досадой хмурила брови, оглядываясь на дом.;1120;она;(-он- (корень), -а (окончание));2;(-он- (корень), -а (окончание));3;2;;()
;;1121;с;(-с- (корень));1;(-с- (корень));;;;()
;;1122;досадой;(-досад- (корень), -ой (окончание));2;(-досад- (корень), -ой (окончание));4;2;;()
;;1123;хмурила;(-л (суффикс), -и (суффикс), -хмур- (корень), -а (окончание));4;(-л (суффикс), -и (суффикс), -хмур- (корень), -а (окончание));3;1;;(-л (суффикс), -и (суффикс))
;;1124;брови;(-бров- (корень), -и (окончание));2;(-бров- (корень), -и (окончание));3;1;1;()
;;1125;оглядываясь;(-сь (постфикс), о- (приставка), -я (суффикс), -ыва (суффикс), -гляд- (корень));5;(-сь (постфикс), о- (приставка), -я (суффикс), -ыва (суффикс), -j (суффикс), -гляд- (корень));4;2;;(-я (суффикс), -ыва (суффикс))
;;1126;на;(-на- (корень));1;(-на- (корень));2;1;;()
;;1127;дом;(-дом- (корень));1;(-дом- (корень));2;1;;()
120;В лесу ветром трепало сухие стебли растений, почерневшие от летнего солнца.;1128;в;(-в- (корень));1;(-в- (корень));;;;()
;;1129;лесу;(-лес- (корень), -у (окончание));2;(-лес- (корень), -у (окончание));4;2;1;()
;;1130;ветром;(-ветр- (корень), -ом (окончание));2;(-ветр- (корень), -ом (окончание));2;1;;()
;;1131;трепало;(-л (суффикс), -а (суффикс), -треп- (корень), -о (окончание));4;(-л (суффикс), -а (суффикс), -треп- (корень), -о (окончание));5;2;;(-л (суффикс), -а (суффикс))
;;1132;сухие;(-сух- (корень), -ие (окончание));2;(-сух- (корень), -ие (окончание));4;2;;()
;;1133;стебли;(-стебл- (корень), -и (окончание));2;(-стебл- (корень), -и (окончание));3;1;;()
;;1134;растений;(-ений (суффикс), -раст- (корень));2;(-ений (суффикс), -раст- (корень));5;2;;()
;;1135;почерневшие;(по- (приставка), -вш (суффикс), -е (суффикс), -черн- (корень), -ие (окончание));5;(по- (приставка), -вш (суффикс), -е (суффикс), -черн- (корень), -ие (окончание));7;3;;(-вш (суффикс), -е (суффикс))
;;1136;от;(-от- (корень));1;(-от- (корень));1;1;;()
;;1137;летнего;(-н (суффикс), -лет- (корень), -его (окончание));3;(-н (суффикс), -лет- (корень), -его (окончание));2;1;;()
;;1138;солнца;(-солнц- (корень), -а (окончание));2;(-солнц- (корень), -а (окончание));2;1;;()
121;Старый шкаф орехового дерева был явно не отсюда.;1139;старый;(-стар- (корень), -ый (окончание));2;(-стар- (корень), -ый (окончание));3;1;;()
;;1140;шкаф;(-шкаф- (корень));1;(-шкаф- (корень));3;1;;()
;;1141;орехового;(-ов (суффикс), -орех- (корень), -ого (окончание));3;(-ов (суффикс), -орех- (корень), -ого (окончание));3;2;;()
;;1142;дерева;(-дерев- (корень), -а (окончание));2;(-дерев- (корень), -а (окончание));2;1;;()
;;1143;был;(-л (суффикс), -бы- (корень));2;(-л (суффикс), -бы- (корень));2;1;;(-л (суффикс))
;;1144;явно;(-о (суффикс), -н (суффикс), -яв- (корень));3;(-о (суффикс), -н (суффикс), -яв- (корень));1;1;;()
;;1145;не;(-не- (корень));1;(-не- (корень));2;1;;()
;;1146;отсюда;(от- (приставка), -сюда- (корень));2;(от- (приставка), -сюда- (корень));4;2;;()
122;Старуха была страшной ― лопоухая и с гнилыми зубами.;1147;старуха;(-ух (суффикс), -стар- (корень), -а (окончание));3;(-ух (суффикс), -стар- (корень), -а (окончание));5;2;;()
;;1148;была;(-л (суффикс), -бы- (корень), -а (окончание));3;(-л (суффикс), -бы- (корень), -а (окончание));4;2;;(-л (суффикс))
;;1149;страшной;(-н (суффикс), -страш- (корень), -ой (окончание));3;(-н (суффикс), -страш- (корень), -ой (окончание));4;1;;()
;;1150;лопоухая;(-о- (интерфикс), -ух- (корень), -лоп- (корень), -ая (окончание));4;(-о- (интерфикс), -ух- (корень), -лоп- (корень), -ая (окончание));5;3;;()
;;1151;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;1152;с;(-с- (корень));1;(-с- (корень));;;;()
;;1153;гнилыми;(-и (суффикс), -л (суффикс), -гн- (корень), -ыми (окончание));4;(-и (суффикс), -л (суффикс), -гн- (корень), -ыми (окончание));5;2;;(-и (суффикс), -л (суффикс))
;;1154;зубами;(-зуб- (корень), -ами (окончание));2;(-зуб- (корень), -ами (окончание));4;2;;()
123;В качестве примера приводится жирность куриного бульона.;1155;в;(-в- (корень));1;(-в- (корень));;;;()
;;1156;качестве;(-качеств- (корень), -е (окончание));2;(-качеств- (корень), -е (окончание));2;1;;()
;;1157;примера;(-пример- (корень), -а (окончание));2;(-пример- (корень), -а (окончание));5;2;;()
;;1158;приводится;(-ся (постфикс), при- (приставка), -вод- (корень), -ит (окончание));4;(-ся (постфикс), при- (приставка), -вод- (корень), -ит (окончание));5;2;;()
;;1159;жирность;(-н (суффикс), -ость (суффикс), -жир- (корень));3;(-н (суффикс), -ость (суффикс), -жир- (корень));2;1;;()
;;1160;куриного;(-ин (суффикс), -кур- (корень), -ого (окончание));3;(-ин (суффикс), -кур- (корень), -ого (окончание));4;2;;()
;;1161;бульона;(-бульон- (корень), -а (окончание));2;(-бульон- (корень), -а (окончание));5;2;;()
124;Когда мне хотелось сгущенки, папа мне ее привозил, стоило только позвонить.;1162;когда;(-когда- (корень));1;(-когда- (корень));5;2;;()
;;1163;мне;(-мн- (корень), -е (окончание));2;(-мн- (корень), -е (окончание));3;1;;()
;;1164;хотелось;(-сь(постфикс), -е (суффикс), -л (суффикс), -хот- (корень), -о (окончание));5;(-сь(постфикс), -е (суффикс), -л (суффикс), -хот- (корень), -о (окончание));4;2;;(-е (суффикс), -л (суффикс))
;;1165;сгущенки;(с- (приставка), -к (суффикс), -ен (суффикс), -гущ- (корень), -и (окончание));5;(с- (приставка), -к (суффикс), -ен (суффикс), -гущ- (корень), -и (окончание));5;2;;()
;;1166;папа;(-пап- (корень), -а (окончание));2;(-пап- (корень), -а (окончание));2;1;;()
;;1167;мне;(-мн- (корень), -е (окончание));2;(-мн- (корень), -е (окончание));3;1;;()
;;1168;ее;(-ее (окончание));1;(-j- (корень),- ее (окончание));2;2;;()
;;1169;привозил;(при- (приставка), -л (суффикс), -и (суффикс), -воз- (корень));4;(при- (приставка), -л (суффикс), -и (суффикс), -воз- (корень));7;3;;(-л (суффикс), -и (суффикс))
;;1170;стоило;(-и (суффикс), -л (суффикс), -сто- (корень), -о (окончание));4;(-и (суффикс), -л (суффикс), -сто- (корень), -о (окончание));3;1;;(-и (суффикс), -л (суффикс))
;;1171;только;(-только- (корень));1;(-только- (корень));2;1;;()
;;1172;позвонить;(по- (приставка), -и (суффикс), -звон- (корень), -ть (суффикс));4;(по- (приставка), -и (суффикс), -звон- (корень), -ть (суффикс));7;3;;(-и (суффикс),  -ть (суффикс))
125;Вспоминая журчание водяных струй, мы непременно подумаем о фонтанах.;1173;вспоминая;(вс- (приставка), -а (суффикс), -я (суффикс), -помин- (корень));4;(вс- (приставка), -а (суффикс), -j (суффикс), -я (суффикс), -помин- (корень));6;2;;(-а (суффикс), -я (суффикс))
;;1174;журчание;(-ни (суффикс), -а (суффикс), -журч- (корень), -е (окончание));4;(-ниj (суффикс), -а (суффикс), -журч- (корень), -е (окончание));5;2;;()
;;1175;водяных;(-ян (суффикс), -вод- (корень), -ых (окончание));3;(-ян (суффикс), -вод- (корень), -ых (окончание));6;3;;()
;;1176;струй;(-струй- (корень));1;(-струй- (корень));4;1;;()
;;1177;мы;(-мы- (корень));1;(-мы- (корень));2;1;;()
;;1178;непременно;( -о (суффикс), -непременн- (корень));2;( -о (суффикс), -непременн- (корень));7;3;;()
;;1179;подумаем;(по- (приставка), -а (суффикс), -дум- (корень), -ем (окончание));4;(по- (приставка), -а (суффикс), -j (суффикс), -дум- (корень), -ем (окончание));4;2;;(-а (суффикс))
;;1180;о;(-о- (корень));1;(-о- (корень));1;1;;()
;;1181;фонтанах;(-фонтан- (корень), -ах (окончание));2;(-фонтан- (корень), -ах (окончание));5;2;;()
126;В котёл бросают куски баранины, специи, травы.;1182;в;(-в- (корень));1;(-в- (корень));;;;()
;;1183;котёл;(-котёл- (корень));2;(-котёл- (корень));4;2;;()
;;1184;бросают;(-а (суффикс), -брос- (корень), -ют (окончание));3;(-а (суффикс), -j (суффикс), -брос- (корень), -ют (окончание));5;2;;(-а (суффикс))
;;1185;куски;(-куск- (корень), -и (окончание));2;(-куск- (корень), -и (окончание));5;2;;()
;;1186;баранины;(-ин (суффикс), -баран- (корень), -ы (окончание));3;(-ин (суффикс), -баран- (корень), -ы (окончание));4;2;;()
;;1187;специи;(-специ- (корень), -и (окончание));2;(-специj- (корень), -и (окончание));3;1;;()
;;1188;травы;(-трав- (корень), -ы (окончание));2;(-трав- (корень), -ы (окончание));3;1;1;()
127;У Пашки обгорели ресницы и щеки, ходит, намазанный кремом от ожогов.;1189;у;(-у- (корень));1;(-у- (корень));1;1;;()
;;1190;пашки;(-к (суффикс), -паш- (корень), -и (окончание));3;(-к (суффикс), -паш- (корень), -и (окончание));2;1;;()
;;1191;обгорели;(об- (приставка), -л (суффикс), -е (суффикс), -гор- (корень), -и (окончание));5;(об- (приставка), -л (суффикс), -е (суффикс), -гор- (корень), -и (окончание));6;3;;(-л (суффикс), -е (суффикс))
;;1192;ресницы;(-ресниц- (корень), -ы (окончание));2;(-ресниц- (корень), -ы (окончание));5;2;;()
;;1193;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;1194;щеки;(-щек- (корень), -и (окончание));2;(-щек- (корень), -и (окончание));4;2;;()
;;1195;ходит;(-ход- (корень), -ит (окончание));2;(-ход- (корень), -ит (окончание));2;1;;()
;;1196;намазанный;(на- (приставка), -а (суффикс), -нн (суффикс), -маз- (корень), -ый (окончание));5;(на- (приставка), -а (суффикс), -нн (суффикс), -маз- (корень), -ый (окончание));4;2;;(-а (суффикс), -нн (суффикс))
;;1197;кремом;(-крем- (корень), -ом (окончание));2;(-крем- (корень), -ом (окончание));3;1;;()
;;1198;от;(-от- (корень));1;(-от- (корень));1;1;;()
;;1199;ожогов;(о- (приставка), -жог- (корень), -ов (окончание));3;(о- (приставка), -жог- (корень), -ов (окончание));3;2;;()
128;Он вскрыл пачку сухарей, заварил чай, достал чашки и ложки.;1200;он;(-он- (корень));1;(-он- (корень));1;1;;()
;;1201;вскрыл;(вс- (приставка), -л (суффикс), -кры- (корень));3;(вс- (приставка), -л (суффикс), -кры- (корень));5;1;;(-л (суффикс))
;;1202;пачку;(-к (суффикс), -пач- (корень), -у (окончание));3;(-к (суффикс), -пач- (корень), -у (окончание));2;1;;()
;;1203;сухарей;(-ар (суффикс), -сух- (корень), -ей (окончание));3;(-ар (суффикс), -сух- (корень), -ей (окончание));6;3;;()
;;1204;заварил;(за- (приставка), -л (суффикс), -и (суффикс), -вар- (корень));4;(за- (приставка), -л (суффикс), -и (суффикс), -вар- (корень));6;3;;(-л (суффикс), -и (суффикс))
;;1205;чай;(-чай- (корень));1;(-чай- (корень));2;1;;()
;;1206;достал;(-л (суффикс), -доста- (корень));2;(-л (суффикс), -доста- (корень));5;2;;(-л (суффикс))
;;1207;чашки;(-к (суффикс), -чаш- (корень), -и (окончание));3;(-к (суффикс), -чаш- (корень), -и (окончание));2;1;;()
;;1208;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;1209;ложки;(-к (суффикс), -лож- (корень), -и (окончание));3;(-к (суффикс), -лож- (корень), -и (окончание));2;1;1;()
129;Ее сын Гриша умер бездетным, и младший сын остался единственным наследником.;1210;ее;(-ее (окончание));1;(-j- (корень), -ее (окончание));2;2;;()
;;1211;сын;(-сын- (корень));1;(-сын- (корень));2;1;;()
;;1212;гриша;(-гриш- (корень), -а (окончание));2;(-гриш- (корень), -а (окончание));3;1;;()
;;1213;умер;(у- (приставка), -мер- (корень));2;(у- (приставка), -мер- (корень));1;1;;()
;;1214;бездетным;(без- (приставка), -н (суффикс), -дет- (корень), -ым (окончание));4;(без- (приставка), -н (суффикс), -дет- (корень), -ым (окончание));5;2;;()
;;1215;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;1216;младший;(-ш (суффикс), -млад- (корень), -ий (окончание));3;(-ш (суффикс), -млад- (корень), -ий (окончание));3;1;;(-ш (суффикс))
;;1217;сын;(-сын- (корень));1;(-сын- (корень));2;1;;()
;;1218;остался;(-ся (постфикс), -л (суффикс),  -оста- (корень));3;(-ся (постфикс), -л (суффикс),  -оста- (корень));4;2;;(-л (суффикс))
;;1219;единственным;(-енн (суффикс), -ств (суффикс), -един- (корень), -ым (окончание));4;(-енн (суффикс), -ств (суффикс), -един- (корень), -ым (окончание));3;2;;()
;;1220;наследником;(-ник (суффикс), -наслед- (корень), -ом (окончание));3;(-ник (суффикс), -наслед- (корень), -ом (окончание));5;2;;()
130;Он был очень неопытным дипломатом и большим мечтателем.;1221;он;(-он- (корень));1;(-он- (корень));1;1;;()
;;1222;был;(-л (суффикс), -бы- (корень));2;(-л (суффикс), -бы- (корень));2;1;;(-л (суффикс))
;;1223;очень;(-очень- (корень));1;(-очень- (корень));1;1;;()
;;1224;неопытным;(не- (приставка), -н (суффикс), -опыт- (корень), -ым (окончание));4;(не- (приставка), -н (суффикс), -опыт- (корень), -ым (окончание));3;2;;()
;;1225;дипломатом;(-дипломат- (корень), -ом (окончание));2;(-дипломат- (корень), -ом (окончание));7;3;;()
;;1226;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;1227;большим;(-больш- (корень), -им (окончание));2;(-больш- (корень), -им (окончание));6;2;1;()
;;1228;мечтателем;(-тел (суффикс), -а (суффикс), -мечт- (корень), -ем (окончание));4;(-тел (суффикс), -а (суффикс), -мечт- (корень), -ем (окончание));5;2;;()
131;В мои обязанности входило утром включить рубильник в подвале.;1229;в;(-в- (корень));1;(-в- (корень));;;;()
;;1230;мои;(-мо- (корень), -и (окончание));2;(-моj- (корень), -и (окончание));3;2;;()
;;1231;обязанности;(-а (суффикс), -нн (суффикс), -ост (суффикс), -обяз- (корень), -и (окончание));5;(-а (суффикс), -нн (суффикс), -ост (суффикс), -обяз- (корень), -и (окончание));3;2;;()
;;1232;входило;(в- (приставка), -и (суффикс), -л (суффикс), -ход- (корень), -о (окончание));5;(в- (приставка), -и (суффикс), -л (суффикс), -ход- (корень), -о (окончание));5;2;;(-и (суффикс), -л (суффикс))
;;1233;утром;(-утр- (корень), -ом (окончание));2;(-утр- (корень), -ом (окончание));1;1;;()
;;1234;включить;(в- (приставка), -и (суффикс), -ключ- (корень), -ть (суффикс));4;(в- (приставка), -и (суффикс), -ключ- (корень), -ть (суффикс));6;2;;(-и (суффикс),  -ть (суффикс))
;;1235;рубильник;(-ль (суффикс), -и (суффикс), -ник (суффикс), -руб- (корень));4;(-ль (суффикс), -и (суффикс), -ник (суффикс), -руб- (корень));4;2;;()
;;1236;в;(-в- (корень));1;(-в- (корень));;;;()
;;1237;подвале;(-подвал- (корень), -е (окончание));2;(-подвал- (корень), -е (окончание));5;2;;()
132;После завершения техосмотра эксперты называют цену, по которой можно забрать автомобиль.;1238;после;(-после- (корень));1;(-после- (корень));2;1;1;()
;;1239;завершения;(за- (приставка), -ени (суффикс), -верш- (корень), -я (окончание));4;(за- (приставка), -ениj (суффикс), -верш- (корень), -я (окончание));7;3;;()
;;1240;техосмотра;(-тех- (корень), о- (приставка), -смотр- (корень), -а (окончание));4;(-тех- (корень), о- (приставка), -смотр- (корень), -а (окончание));7;3;;()
;;1241;эксперты;(-эксперт- (корень), -ы (окончание));2;(-эксперт- (корень), -ы (окончание));5;2;;()
;;1242;называют;(на- (приставка), -а (суффикс), -зыв- (корень), -ют (окончание));4;(на- (приставка), -а (суффикс), -j (суффикс), -зыв- (корень), -ют (окончание));6;3;;(-а (суффикс))
;;1243;цену;(-цен- (корень), -у (окончание));2;(-цен- (корень), -у (окончание));2;1;;()
;;1244;по;(-по- (корень));1;(-по- (корень));2;1;;()
;;1245;которой;(-котор- (корень), -ой (окончание));2;(-котор- (корень), -ой (окончание));4;2;;()
;;1246;можно;(-о (суффикс), -н (суффикс), -мож- (корень));3;(-о (суффикс), -н (суффикс), -мож- (корень));2;1;;()
;;1247;забрать;(за- (приставка), -а (суффикс), -бр- (корень), -ть (суффикс));4;(за- (приставка), -а (суффикс), -бр- (корень), -ть (суффикс));5;2;;(-а (суффикс),  -ть (суффикс))
;;1248;автомобиль;(-авто- (корень), -мобиль- (корень));2;(-авто- (корень), -мобиль- (корень));8;4;;()
133;Прибывшие в Австралию миссионеры расспрашивали жителей про пещеру у океана.;1249;прибывшие;(при- (приставка), -бы- (корень), -вш (суффикс), -ие (окончание));2;(при- (приставка) -бы- (корень) -вш (суффикс), -ие (окончание));5;2;;(-вш (суффикс))
;;1250;в;(-в- (корень));1;(-в- (корень));;;;()
;;1251;австралию;(-австрали- (корень), -ю (окончание));2;(-австралиj- (корень), -ю (окончание));6;2;;()
;;1252;миссионеры;(-ер (суффикс), -он (суффикс), -мисси- (корень), -ы (окончание));4;(-ер (суффикс), -он (суффикс), -мисси- (корень), -ы (окончание));8;4;;()
;;1253;расспрашивали;(-л (суффикс), рас- (приставка), -ива (суффикс), -спраш- (корень), -и (окончание));5;(-л (суффикс), рас- (приставка), -ива (суффикс), -спраш- (корень), -и (окончание));7;2;;(-л (суффикс),  -ива (суффикс))
;;1254;жителей;(-жи- (корень), -тел (суффикс), -ей (окончание));3;(-жи- (корень), -тел (суффикс), -ей (окончание));2;1;;()
;;1255;про;(-про- (корень));1;(-про- (корень));3;1;;()
;;1256;пещеру;(-пещер- (корень), -у (окончание));2;(-пещер- (корень), -у (окончание));4;2;;()
;;1257;у;(-у- (корень));1;(-у- (корень));1;1;;()
;;1258;океана;(-океан- (корень), -а (окончание));2;(-океан- (корень), -а (окончание));4;3;;()
134;Отвернув цветастое покрывало, она осторожно присела на край своей кровати.;1259;отвернув;(от- (приставка), -в (суффикс), -ну (суффикс), -вер- (корень));4;(от- (приставка), -в (суффикс), -ну (суффикс), -вер- (корень));7;3;;(-в (суффикс), -ну (суффикс))
